Gene,CDS_length
LGI3,1647.0
LGI4,1614.0
LGMN,1302.0
LGR5,2724.0
LGR6,2904.0
LGSN,1530.0
LGTN,1752.0
LHB,426.0
LHCGR,2100.0
LHFP,603.0
LHFPL1,663.0
LHFPL2,687.0
LHFPL4,744.0
LHFPL5,660.0
LHPP,813.0
LHX1,1221.0
LHX2,1221.0
LHX3,1209.0
LHX4,1173.0
LHX5,1209.0
LHX6,1134.0
LHX8,1071.0
LHX9,1194.0
LIF,609.0
LIG1,2760.0
LIG3,2699.25
LIG4,2736.0
LILRA1,1470.0
LILRA2,1401.0
LILRA3,1320.0
LILRA4,1500.0
LILRA5,900.0
LILRA6,1446.0
LILRB1,1953.0
LILRB2,1794.0
LILRB3,1896.0
LILRB4,1347.0
LILRB5,1773.0
LIM2,648.0
LIMD1,2031.0
LIME1,888.0
LIMK1,1944.0
LIMK2,1917.0
LIMS1,978.0
LIMS2,1098.0
LIN28A,630.0
LIN37,741.0
LIN52,351.0
LIN54,2250.0
LIN7A,702.0
LIN7B,624.0
LIN7C,594.0
LIN9,1677.0
LINC00615,402.0
LINGO1,1863.0
LINGO2,1821.0
LINGO3,1779.0
LINGO4,1782.0
LINS,2274.0
LIPA,1200.0
LIPC,1500.0
LIPE,3231.0
LIPF,1197.0
LIPG,1503.0
LIPH,1356.0
LIPI,1446.0
LIPJ,1101.0
LIPK,1200.0
LIPM,1272.0
LIPN,1197.0
LIPT1,1122.0
LIPT2,696.0
LITAF,486.0
LIX1,849.0
LIX1L,1014.0
LLGL1,3195.0
LLGL2,3063.0
LLPH,390.0
LMAN1,1533.0
LMAN1L,1581.0
LMAN2,1071.0
LMAN2L,1047.0
LMBR1,1473.0
LMBR1L,1455.0
LMBRD1,1623.0
LMCD1,1098.0
LMF1,1704.0
LMF2,2049.0
LMLN,1968.0
LMNA,1995.0
LMNB1,1761.0
LMNB2,1803.0
LMO1,654.0
LMO2,477.0
LMO3,438.0
LMO4,498.0
LMO7,4050.0
LMOD1,1896.0
LMOD2,1644.0
LMOD3,1683.0
LMTK2,4365.0
LMTK3,4287.0
LMX1A,1149.0
LMX1B,1119.0
LNP1,537.0
LNPEP,3078.0
LNX1,1899.0
LOC200726,543.0
LOC286238,336.0
LOC391322,369.0
LOC440563,879.0
LOC442425,1299.0
LOC646498,612.0
LOC649330,879.0
LOC652153,15219.0
LOC729020,684.0
LOC81691,2325.0
LOH12CR1,591.0
LONP1,2880.0
LONP2,2559.0
LONRF1,2322.0
LONRF3,2157.0
LOX,1254.0
LOXHD1,6636.0
LOXL1,1725.0
LOXL2,2325.0
LOXL3,2262.0
LOXL4,2271.0
LPA,6123.0
LPAR1,1095.0
LPAR4,1113.0
LPAR5,1119.0
LPAR6,1035.0
LPCAT1,1605.0
LPCAT2,1635.0
LPCAT4,1575.0
LPGAT1,1113.0
LPHN2,4212.0
LPHN3,3723.0
LPIN1,2673.0
LPIN2,2691.0
LPIN3,2556.0
LPL,1428.0
LPO,2139.0
LPP,1839.0
LPPR1,975.0
LPPR2,1032.0
LPPR3,2154.0
LPPR4,2292.0
LPXN,1161.0
LRAT,693.0
LRCH1,2187.0
LRCH2,2229.0
LRCH3,2139.0
LRCH4,2052.0
LRFN1,2172.0
LRFN2,2370.0
LRFN3,1887.0
LRFN5,2160.0
LRG1,1044.0
LRGUK,2478.0
LRIF1,2310.0
LRIG1,3282.0
LRIG2,3198.0
LRIT1,1872.0
LRIT2,1653.0
LRIT3,1491.0
LRMP,1500.0
LRP1,13635.0
LRP10,2142.0
LRP11,1503.0
LRP12,2580.0
LRP1B,13800.0
LRP2,13968.0
LRP2BP,1044.0
LRP3,2313.0
LRP4,5718.0
LRP5,4848.0
LRP5L,759.0
LRP6,4842.0
LRP8,2892.0
LRPAP1,1074.0
LRRC1,1575.0
LRRC10,834.0
LRRC14,1482.0
LRRC14B,1581.0
LRRC15,1746.0
LRRC16A,3981.0
LRRC16B,4119.0
LRRC17,1326.0
LRRC18,786.0
LRRC19,1113.0
LRRC2,1116.0
LRRC20,555.0
LRRC23,1032.0
LRRC24,1542.0
LRRC25,918.0
LRRC27,1593.0
LRRC29,672.0
LRRC3,774.0
LRRC30,906.0
LRRC31,1659.0
LRRC32,1989.0
LRRC33,2079.0
LRRC34,1260.0
LRRC36,2265.0
LRRC37A,5103.0
LRRC37A2,5103.0
LRRC37A3,4905.0
LRRC37B,2844.0
LRRC39,1008.0
LRRC3B,780.0
LRRC3C,828.0
LRRC4,1962.0
LRRC40,1809.0
LRRC41,2439.0
LRRC42,1287.0
LRRC43,1416.0
LRRC45,2013.0
LRRC46,966.0
LRRC47,1752.0
LRRC48,1572.0
LRRC49,2061.0
LRRC4B,2142.0
LRRC4C,1923.0
LRRC52,942.0
LRRC53,1530.0
LRRC55,1026.0
LRRC56,1629.0
LRRC57,720.0
LRRC59,924.0
LRRC6,1401.0
LRRC61,780.0
LRRC63,1746.0
LRRC66,2643.0
LRRC69,1044.0
LRRC7,4614.0
LRRC70,1869.0
LRRC71,1680.0
LRRC73,951.0
LRRC8A,2433.0
LRRC8B,2412.0
LRRC8C,2412.0
LRRC8D,2577.0
LRRC8E,2391.0
LRRCC1,3099.0
LRRD1,2583.0
LRRFIP1,2355.0
LRRFIP2,2166.0
LRRIQ1,4011.0
LRRIQ4,1683.0
LRRK1,6084.0
LRRK2,7605.0
LRRN1,2151.0
LRRN2,2142.0
LRRN3,2127.0
LRRN4,2223.0
LRRN4CL,717.0
LRRTM1,1569.0
LRRTM2,1551.0
LRRTM3,1746.0
LRRTM4,1557.0
LRSAM1,2172.0
LRTM1,1038.0
LRTM2,1113.0
LRTOMT,579.0
LRWD1,1944.0
LSAMP,1017.0
LSG1,1977.0
LSM1,402.0
LSM10,372.0
LSM11,1083.0
LSM12,588.0
LSM14A,1392.0
LSM14B,1158.0
LSM2,288.0
LSM3,309.0
LSM4,420.0
LSM5,276.0
LSM6,243.0
LSMD1,522.0
LSMEM1,396.0
LSMEM2,495.0
LSP1,834.0
LSR,1950.0
LSS,2199.0
LST1,156.0
LTA,618.0
LTA4H,1836.0
LTB,735.0
LTB4R,1059.0
LTB4R2,1170.0
LTBP1,5169.0
LTBP2,5466.0
LTBP4,4761.0
LTBR,1308.0
LTF,2133.0
LTK,2412.0
LTN1,5301.0
LTV1,1428.0
LUC7L,978.0
LUM,1017.0
LURAP1,720.0
LURAP1L,687.0
LUZP1,3231.0
LUZP2,1041.0
LUZP4,942.0
LXN,669.0
LY6D,387.0
LY6E,396.0
LY6G5B,606.0
LY6G5C,453.0
LY6G6C,378.0
LY6G6D,402.0
LY6G6F,894.0
LY6H,423.0
LY6K,672.0
LY86,489.0
LY9,1968.0
LY96,483.0
LYG1,585.0
LYG2,639.0
LYL1,843.0
LYN,1539.0
LYNX1,396.0
LYPD1,426.0
LYPD2,378.0
LYPD3,1041.0
LYPD4,741.0
LYPD5,627.0
LYPD6,516.0
LYPD6B,624.0
LYPLA1,693.0
LYPLA2,696.0
LYPLAL1,714.0
LYRM1,369.0
LYRM2,267.0
LYRM4,276.0
LYRM7,315.0
LYRM9,237.0
LYSMD1,684.0
LYSMD2,648.0
LYSMD4,894.0
LYVE1,969.0
LYZ,447.0
LYZL1,585.0
LYZL2,585.0
LYZL4,441.0
LYZL6,447.0
LZIC,573.0
LZTFL1,900.0
LZTR1,2523.0
LZTS1,1791.0
LZTS2,2010.0
M6PR,834.0
MAATS1,2304.0
MAB21L1,1080.0
MAB21L2,1080.0
MAB21L3,1089.0
MACC1,2559.0
MACF1,17817.0
MACROD1,978.0
MACROD2,642.0
MAD1L1,2157.0
MAD2L1,618.0
MAD2L1BP,825.0
MAD2L2,636.0
MADCAM1,1149.0
MADD,4944.0
MAEA,1191.0
MAEL,1305.0
MAF,1212.0
MAF1,771.0
MAFB,972.0
MAFF,495.0
MAFG,489.0
MAFK,471.0
MAG,1749.0
MAGEA1,930.0
MAGEA10,1110.0
MAGEA11,960.0
MAGEA12,945.0
MAGEA4,954.0
MAGEA5,375.0
MAGEA6,945.0
MAGEA8,957.0
MAGEB1,1044.0
MAGEB10,1044.0
MAGEB16,1548.0
MAGEB18,1032.0
MAGEB2,960.0
MAGEB3,1041.0
MAGEB4,1041.0
MAGEB6,1224.0
MAGEC1,3429.0
MAGEC2,1122.0
MAGEC3,1932.0
MAGEE1,2874.0
MAGEF1,924.0
MAGEH1,660.0
MAGEL2,2037.0
MAGI1,3771.0
MAGI2,4368.0
MAGI3,3378.0
MAGIX,828.0
MAGOH,441.0
MAGOHB,447.0
MAGT1,1008.0
MAK,1872.0
MAK16,903.0
MAL,462.0
MAL2,840.0
MALL,462.0
MALSU1,705.0
MAMDC2,2061.0
MAMDC4,3414.0
MAML1,3051.0
MAML2,3471.0
MAML3,3417.0
MAMLD1,2106.0
MAMSTR,939.0
MAN1A1,1962.0
MAN1A2,1926.0
MAN1B1,2100.0
MAN1C1,1893.0
MAN2A1,3435.0
MAN2A2,3453.0
MAN2B1,3033.0
MAN2B2,3030.0
MAN2C1,3123.0
MANBA,2640.0
MANBAL,258.0
MANEAL,708.0
MANF,549.0
MANSC1,1296.0
MAOA,1584.0
MAOB,1563.0
MAP10,3144.0
MAP1A,8412.0
MAP1B,7407.0
MAP1LC3A,378.0
MAP1LC3B,378.0
MAP1LC3B2,378.0
MAP1LC3C,444.0
MAP1S,3180.0
MAP2,5484.0
MAP2K1,1182.0
MAP2K2,1203.0
MAP2K3,957.0
MAP2K5,1317.0
MAP2K6,1005.0
MAP2K7,1260.0
MAP3K10,2865.0
MAP3K11,2544.0
MAP3K14,2844.0
MAP3K15,2367.0
MAP3K19,1980.0
MAP3K2,1860.0
MAP3K3,1881.0
MAP3K5,4125.0
MAP3K7,1740.0
MAP3K7CL,729.0
MAP3K8,1404.0
MAP3K9,3357.0
MAP4,3446.25
MAP4K1,2502.0
MAP4K2,2463.0
MAP6,2442.0
MAP7D3,3522.0
MAPK1,1083.0
MAPK10,1269.0
MAPK11,1095.0
MAPK12,1104.0
MAPK13,1098.0
MAPK14,1083.0
MAPK1IP1L,738.0
MAPK3,1140.0
MAPK4,1674.0
MAPK6,2166.0
MAPK7,2451.0
MAPK8,1155.0
MAPK8IP1,2136.0
MAPK8IP2,2472.0
MAPK8IP3,4029.0
MAPK9,1149.0
MAPKAP1,1461.0
MAPKAPK2,1203.0
MAPKAPK3,1149.0
MAPKAPK5,1416.0
MAPKBP1,4527.0
MAPRE1,807.0
MAPRE2,984.0
MAPRE3,846.0
MAPT,2277.0
MARCKS,999.0
MARCO,1563.0
MARK1,2388.0
MARK3,2142.0
MARK4,2067.0
MARS,2703.0
MARS2,1782.0
MARVELD2,1677.0
MARVELD3,1233.0
MAS1,978.0
MAS1L,1137.0
MASP1,2100.0
MASP2,2061.0
MAST1,4713.0
MAST3,3996.0
MAST4,7572.0
MASTL,2637.0
MAT1A,1188.0
MAT2A,1188.0
MAT2B,972.0
MATK,1524.0
MATN1,1491.0
MATN2,2871.0
MATN3,1461.0
MATN4,1746.0
MATR3,2544.0
MAU2,1842.0
MAVS,1623.0
MAX,483.0
MB,465.0
MB21D1,1569.0
MB21D2,1476.0
MBD3,876.0
MBD3L1,585.0
MBD3L3,627.0
MBD4,1743.0
MBD5,4485.0
MBIP,1035.0
MBL2,747.0
MBLAC1,801.0
MBLAC2,840.0
MBNL2,1104.0
MBNL3,1065.0
MBOAT1,1488.0
MBOAT2,1563.0
MBOAT4,990.0
MBOAT7,1419.0
MBP,915.0
MBTD1,1233.0
MBTPS1,3159.0
MBTPS2,1560.0
MC1R,954.0
MC2R,894.0
MC3R,1083.0
MC4R,999.0
MC5R,978.0
MCAM,1941.0
MCAT,1173.0
MCC,2490.0
MCCC1,2178.0
MCCC2,1692.0
MCCD1,360.0
MCEE,531.0
MCF2L,2955.0
MCF2L2,3345.0
MCFD2,441.0
MCHR1,1269.0
MCHR2,1023.0
MCL1,1053.0
MCM10,2628.0
MCM2,2715.0
MCM3,2427.0
MCM3AP,5943.0
MCM4,2592.0
MCM5,2205.0
MCM6,2466.0
MCM8,2475.0
MCM9,1176.0
MCMBP,1929.0
MCMDC2,1773.0
MCOLN1,1743.0
MCOLN2,1701.0
MCOLN3,1662.0
MCTP1,3000.0
MCTP2,2637.0
MCTS1,546.0
MCU,1056.0
MCUR1,1080.0
MDC1,6270.0
MDFI,741.0
MDGA1,2868.0
MDGA2,2184.0
MDH1,1005.0
MDH1B,1557.0
MDH2,1017.0
MDK,432.0
MDM1,2145.0
MDM2,1494.0
MDM4,1473.0
MDN1,16791.0
MDP1,531.0
ME1,1719.0
ME2,1755.0
ME3,1815.0
MEA1,558.0
MEAF6,606.0
MECOM,363.0
MECP2,1461.0
MECR,1122.0
MED10,408.0
MED11,354.0
MED12,6534.0
MED12L,6438.0
MED13,6525.0
MED13L,6633.0
MED14,4365.0
MED15,2247.0
MED16,2634.0
MED18,627.0
MED19,585.0
MED20,639.0
MED21,435.0
MED22,423.0
MED24,2970.0
MED25,2244.0
MED26,1803.0
MED27,936.0
MED28,537.0
MED29,666.0
MED30,537.0
MED31,396.0
MED4,813.0
MED7,702.0
MED8,639.0
MED9,441.0
MEF2A,1524.0
MEF2BNB-MEF2B,1098.0
MEF2C,1422.0
MEF2D,1566.0
MEFV,2346.0
MEGF10,3423.0
MEGF11,2910.0
MEGF6,4626.0
MEGF8,7161.0
MEGF9,1920.0
MEI1,3843.0
MEIG1,267.0
MEIOB,597.0
MEIS1,1173.0
MEIS2,1434.0
MEIS3,1266.0
MELK,1956.0
MEMO1,894.0
MEOX1,765.0
MEOX2,915.0
MEP1B,2106.0
MEPCE,2070.0
MEPE,1578.0
MERTK,3000.0
MESDC1,1089.0
MESP1,807.0
MESP2,1194.0
MEST,1008.0
MET,4227.0
METAP1,1161.0
METAP1D,1008.0
METAP2,1437.0
METRN,882.0
METTL10,876.0
METTL11B,852.0
METTL13,2100.0
METTL14,1371.0
METTL15,822.0
METTL16,1515.0
METTL17,1371.0
METTL18,1119.0
METTL20,789.0
METTL21A,657.0
METTL21B,450.0
METTL21C,795.0
METTL21D,690.0
METTL22,1215.0
METTL25,1812.0
METTL2A,729.0
METTL2B,1137.0
METTL3,1743.0
METTL4,1419.0
METTL5,630.0
METTL6,855.0
METTL7A,735.0
METTL7B,585.0
METTL8,726.0
METTL9,957.0
MEX3B,1710.0
MEX3C,1395.0
MEX3D,1467.0
MFAP2,552.0
MFAP3,1089.0
MFAP3L,1230.0
MFAP4,768.0
MFAP5,522.0
MFF,1029.0
MFGE8,1164.0
MFHAS1,3159.0
MFI2,2217.0
MFN1,2226.0
MFN2,2274.0
MFNG,966.0
MFSD1,1398.0
MFSD10,1368.0
MFSD11,1350.0
MFSD2A,1593.0
MFSD2B,1494.0
MFSD3,1239.0
MFSD4,1545.0
MFSD6,2376.0
MFSD6L,1761.0
MFSD7,1680.0
MFSD9,1425.0
MGAM,981.0
MGARP,723.0
MGAT1,1338.0
MGAT3,1602.0
MGAT4A,1608.0
MGAT4B,1692.0
MGAT5B,2373.0
MGLL,912.0
MGME1,1035.0
MGMT,624.0
MGP,312.0
MGRN1,1731.0
MGST1,468.0
MGST2,444.0
MIA,396.0
MIA2,1965.0
MIA3,5724.0
MIB2,3042.0
MICA,999.0
MICAL2,3375.0
MICAL3,1143.0
MICALCL,2088.0
MICALL1,2592.0
MICALL2,2715.0
MICB,1152.0
MICU1,1431.0
MICU2,1305.0
MID1,2004.0
MID1IP1,552.0
MID2,2148.0
MIDN,1407.0
MIEN1,348.0
MIER1,1539.0
MIER2,1638.0
MIER3,1650.0
MIF,348.0
MIF4GD,771.0
MIIP,1167.0
MINA,1395.0
MINK1,3888.0
MINOS1,237.0
MINPP1,1464.0
MIOS,2628.0
MIP,792.0
MIPEP,2142.0
MIPOL1,1329.0
MIR205HG,306.0
MIS12,618.0
MIS18A,702.0
MISP,2040.0
MITD1,750.0
MITF,1260.0
MIXL1,699.0
MKI67IP,882.0
MKKS,1713.0
MKNK1,1398.0
MKNK2,1245.0
MKRN2,1251.0
MKRN3,1524.0
MKS1,1680.0
MKX,1059.0
MLANA,357.0
MLC1,1134.0
MLEC,879.0
MLF1IP,1257.0
MLF2,747.0
MLIP,1377.0
MLKL,1416.0
MLLT1,1680.0
MLLT3,1707.0
MLLT6,3282.0
MLN,348.0
MLNR,1239.0
MLPH,1803.0
MLST8,984.0
MLX,897.0
MLXIP,2760.0
MLXIPL,2559.0
MLYCD,1482.0
MMAB,753.0
MMACHC,849.0
MMADHC,891.0
MMD,717.0
MMD2,741.0
MME,2253.0
MMEL1,2313.0
MMGT1,396.0
MMP1,1410.0
MMP11,1467.0
MMP12,1413.0
MMP13,1416.0
MMP14,1749.0
MMP15,2010.0
MMP16,1824.0
MMP17,1821.0
MMP19,1527.0
MMP2,1983.0
MMP20,1452.0
MMP21,1710.0
MMP24,1938.0
MMP25,552.0
MMP26,786.0
MMP27,1542.0
MMP28,1560.0
MMP3,1434.0
MMP7,804.0
MMP8,1404.0
MMP9,2124.0
MMRN1,3687.0
MMRN2,2850.0
MMS19,3093.0
MMS22L,3732.0
MN1,3963.0
MNAT1,930.0
MND1,618.0
MNDA,1224.0
MNF1,381.0
MNS1,1488.0
MNX1,1206.0
MOB1A,651.0
MOB1B,651.0
MOB2,807.0
MOB3A,654.0
MOB3B,435.0
MOB3C,807.0
MOB4,678.0
MOBP,246.0
MOCOS,2667.0
MOCS1,1158.0
MOCS2,567.0
MOCS3,1383.0
MOGAT1,1005.0
MOGAT2,1005.0
MOGAT3,1026.0
MOGS,2514.0
MON1A,1668.0
MON1B,1644.0
MON2,5154.0
MORC1,2955.0
MORC2,2913.0
MORC3,2820.0
MORF4,323.0
MORF4L1,1089.0
MORF4L2,867.0
MORN1,1494.0
MORN2,240.0
MORN3,723.0
MORN4,441.0
MORN5,486.0
MOS,1041.0
MOSPD2,1557.0
MOSPD3,708.0
MOV10,3012.0
MOV10L1,3636.0
MOXD1,1842.0
MPC1,330.0
MPC2,384.0
MPDU1,744.0
MPDZ,6129.0
MPEG1,2151.0
MPG,897.0
MPHOSPH10,2046.0
MPHOSPH6,483.0
MPHOSPH8,2583.0
MPHOSPH9,3096.0
MPI,1272.0
MPL,1908.0
MPLKIP,540.0
MPND,1416.0
MPO,2238.0
MPP1,1401.0
MPP2,1659.0
MPP3,1758.0
MPP4,1914.0
MPP5,2028.0
MPP6,1623.0
MPP7,1731.0
MPPE1,1191.0
MPPED1,981.0
MPPED2,885.0
MPRIP,3078.0
MPST,894.0
MPV17,531.0
MPV17L,444.0
MPZL1,810.0
MPZL2,648.0
MPZL3,708.0
MR1,1026.0
MRAP,519.0
MRAP2,618.0
MRAS,627.0
MRC1,4371.0
MRC2,4440.0
MRE11A,2043.0
MREG,645.0
MRFAP1,384.0
MRFAP1L1,384.0
MRGBP,615.0
MRGPRD,966.0
MRGPRE,936.0
MRGPRG,870.0
MRGPRX1,969.0
MRGPRX2,993.0
MRGPRX3,969.0
MRGPRX4,969.0
MRM1,1062.0
MRO,747.0
MROH1,4926.0
MROH2A,5031.0
MROH2B,4758.0
MROH5,3957.0
MROH6,2160.0
MROH7,3963.0
MROH8,3210.0
MROH9,1722.0
MRP63,309.0
MRPL1,978.0
MRPL10,786.0
MRPL11,579.0
MRPL12,597.0
MRPL13,537.0
MRPL14,438.0
MRPL15,891.0
MRPL16,756.0
MRPL17,528.0
MRPL18,543.0
MRPL19,879.0
MRPL2,918.0
MRPL20,450.0
MRPL21,618.0
MRPL22,621.0
MRPL23,462.0
MRPL27,447.0
MRPL28,771.0
MRPL3,1047.0
MRPL30,486.0
MRPL32,567.0
MRPL33,198.0
MRPL34,279.0
MRPL35,567.0
MRPL36,312.0
MRPL37,1272.0
MRPL38,1143.0
MRPL39,1062.0
MRPL4,936.0
MRPL40,621.0
MRPL41,414.0
MRPL42,429.0
MRPL43,648.0
MRPL44,999.0
MRPL45,921.0
MRPL46,840.0
MRPL47,753.0
MRPL48,639.0
MRPL49,501.0
MRPL50,477.0
MRPL52,369.0
MRPL53,339.0
MRPL54,417.0
MRPL55,387.0
MRPL9,804.0
MRPS10,606.0
MRPS11,585.0
MRPS12,417.0
MRPS14,387.0
MRPS15,774.0
MRPS16,414.0
MRPS17,393.0
MRPS18A,591.0
MRPS18B,777.0
MRPS18C,429.0
MRPS2,891.0
MRPS21,264.0
MRPS22,1083.0
MRPS23,573.0
MRPS24,504.0
MRPS25,522.0
MRPS26,618.0
MRPS27,1245.0
MRPS28,564.0
MRPS30,1320.0
MRPS33,321.0
MRPS34,657.0
MRPS35,972.0
MRPS36,312.0
MRPS5,1293.0
MRPS6,378.0
MRPS7,729.0
MRPS9,1191.0
MRRF,789.0
MRS2,1332.0
MRTO4,720.0
MRVI1,2658.0
MS4A1,894.0
MS4A10,804.0
MS4A12,804.0
MS4A13,459.0
MS4A14,2040.0
MS4A15,444.0
MS4A2,735.0
MS4A3,645.0
MS4A4A,663.0
MS4A5,603.0
MS4A6A,747.0
MS4A6E,444.0
MS4A7,723.0
MS4A8,753.0
MSANTD1,804.0
MSANTD2,1524.0
MSANTD4,1038.0
MSC,621.0
MSGN1,582.0
MSH4,2811.0
MSH5,2556.0
MSH5-SAPCD1,573.0
MSH6,4083.0
MSI1,1089.0
MSI2,756.0
MSL1,1242.0
MSL2,1734.0
MSLN,1893.0
MSMB,345.0
MSMO1,882.0
MSMP,420.0
MSN,1734.0
MSR1,1356.0
MSRA,708.0
MSRB1,351.0
MSRB2,549.0
MSRB3,558.0
MSS51,1383.0
MST1,2178.0
MST1L,1695.0
MST1R,4203.0
MST4,1251.0
MSTN,1128.0
MSTO1,1713.0
MT-CO2,684.0
MT1A,186.0
MT1B,186.0
MT1E,186.0
MT1F,186.0
MT1G,186.0
MT1H,186.0
MT1M,186.0
MT1X,186.0
MT2A,186.0
MT3,207.0
MT4,189.0
MTA1,2148.0
MTA2,2007.0
MTA3,1785.0
MTAP,852.0
MTBP,2715.0
MTCH1,1119.0
MTCH2,912.0
MTCP1,207.0
MTDH,1749.0
MTERF,1200.0
MTERFD1,1254.0
MTERFD2,1146.0
MTERFD3,1158.0
MTF1,2262.0
MTF2,1782.0
MTFMT,1170.0
MTFP1,501.0
MTFR1,1002.0
MTFR2,1158.0
MTG1,1005.0
MTHFD1,2808.0
MTHFD2,747.0
MTHFD2L,870.0
MTHFR,1971.0
MTHFS,612.0
MTHFSD,1149.0
MTIF2,2184.0
MTIF3,837.0
MTM1,1812.0
MTMR10,1371.0
MTMR11,1923.0
MTMR12,2244.0
MTMR14,1953.0
MTMR2,1716.0
MTMR3,3597.0
MTMR4,3588.0
MTMR6,1866.0
MTMR7,1983.0
MTMR8,2115.0
MTMR9,1650.0
MTNR1A,1053.0
MTNR1B,1089.0
MTOR,7650.0
MTPAP,1749.0
MTPN,357.0
MTR,3798.0
MTRF1,1338.0
MTRF1L,1143.0
MTRR,2178.0
MTSS1,2268.0
MTSS1L,2244.0
MTTP,2685.0
MTUS1,3813.0
MTUS2,1047.0
MTX2,792.0
MTX3,747.0
MUC1,822.0
MUC12,16008.0
MUC13,1536.0
MUC15,1005.0
MUC16,26994.0
MUC17,13482.0
MUC2,5340.0
MUC21,1701.0
MUC3A,2631.0
MUC4,3531.0
MUC5AC,17154.0
MUC5B,17289.0
MUC7,1134.0
MUCL1,273.0
MUL1,1059.0
MUM1,2136.0
MUM1L1,1914.0
MURC,1095.0
MUS81,1656.0
MUSK,2610.0
MUSTN1,249.0
MUTYH,1641.0
MVB12A,822.0
MVD,1203.0
MVP,2682.0
MX1,1989.0
MX2,2148.0
MXD1,666.0
MXD3,621.0
MXD4,630.0
MXRA5,8487.0
MXRA7,615.0
MYADM,969.0
MYBBP1A,3987.0
MYBL2,2103.0
MYBPC1,3516.0
MYBPC2,3423.0
MYBPC3,3825.0
MYBPH,1434.0
MYBPHL,1065.0
MYC,1320.0
MYCBP,312.0
MYCBP2,13926.0
MYCBPAP,2844.0
MYCL,621.0
MYCT1,708.0
MYD88,930.0
MYEOV,942.0
MYEOV2,759.0
MYF5,768.0
MYF6,729.0
MYH1,5820.0
MYH10,5931.0
MYH11,5817.0
MYH13,5817.0
MYH14,4437.0
MYH15,5841.0
MYH2,5826.0
MYH3,5823.0
MYH4,5820.0
MYH6,5820.0
MYH7,5808.0
MYH7B,5952.0
MYH8,5814.0
MYH9,5883.0
MYL1,585.0
MYL10,681.0
MYL12A,516.0
MYL12B,519.0
MYL2,501.0
MYL3,588.0
MYL4,594.0
MYL5,522.0
MYL6,456.0
MYL6B,627.0
MYL7,528.0
MYL9,519.0
MYLIP,1338.0
MYLK,5745.0
MYLK2,1791.0
MYLK3,2697.0
MYLK4,1167.0
MYLPF,510.0
MYNN,1833.0
MYO10,6177.0
MYO15A,10593.0
MYO16,5577.0
MYO18A,6165.0
MYO18B,7704.0
MYO19,2913.0
MYO1C,3087.0
MYO1D,3021.0
MYO1E,3327.0
MYO1F,3297.0
MYO1G,3057.0
MYO1H,3069.0
MYO3A,4851.0
MYO3B,3837.0
MYO5A,5568.0
MYO5B,5547.0
MYO5C,5229.0
MYO7A,6648.0
MYO7B,7083.0
MYO9A,7647.0
MYO9B,6474.0
MYOC,1515.0
MYOCD,2817.0
MYOD1,963.0
MYOF,6186.0
MYOG,675.0
MYOM1,5058.0
MYOM2,4398.0
MYOM3,4314.0
MYOT,1497.0
MYOZ1,900.0
MYOZ2,795.0
MYOZ3,756.0
MYPN,3963.0
MYPOP,1200.0
MYRF,3336.0
MYRIP,2580.0
MYSM1,2487.0
MYT1,3366.0
MYT1L,3561.0
MZB1,567.0
MZF1,2205.0
MZT2A,477.0
MZT2B,477.0
N4BP1,2832.0
N4BP2,5313.0
N4BP2L1,522.0
N4BP2L2,1752.0
N4BP3,1635.0
N6AMT1,645.0
N6AMT2,645.0
NAA10,708.0
NAA11,690.0
NAA20,537.0
NAA35,2178.0
NAA38,291.0
NAA40,714.0
NAA50,510.0
NAA60,729.0
NAAA,1080.0
NAALAD2,2223.0
NAALADL1,2223.0
NAALADL2,2388.0
NAB1,1464.0
NAB2,1578.0
NABP1,615.0
NABP2,636.0
NACA,648.0
NACAD,4689.0
NACC1,1584.0
NACC2,1764.0
NADK,1341.0
NADK2,840.0
NAE1,1605.0
NAF1,1485.0
NAGA,1236.0
NAGK,1035.0
NAGPA,1548.0
NAGS,1605.0
NAIF1,984.0
NAIP,4212.0
NALCN,5217.0
NANOG,918.0
NANOS2,417.0
NANOS3,579.0
NANP,747.0
NANS,1080.0
NAP1L1,1176.0
NAP1L2,1383.0
NAP1L3,1521.0
NAP1L4,1128.0
NAP1L5,549.0
NAPA,888.0
NAPB,897.0
NAPG,939.0
NAPRT1,1401.0
NAPSA,1263.0
NARF,1509.0
NARFL,1431.0
NARG2,2949.0
NARS,1647.0
NARS2,1434.0
NASP,2373.0
NAT1,919.5
NAT10,3078.0
NAT14,621.0
NAT16,1110.0
NAT2,873.0
NAT6,927.0
NAT8,684.0
NAT8B,681.0
NAT9,624.0
NAV1,5634.0
NAV2,7467.0
NAV3,7092.0
NBAS,7116.0
NBEAL1,4215.0
NBEAL2,6396.0
NBL1,544.5
NBN,2265.0
NBPF1,3642.0
NBPF10,10662.0
NBPF12,231.0
NBPF15,2013.0
NBPF16,2013.0
NBPF20,13866.0
NBPF3,1902.0
NBPF4,1917.0
NBPF7,1266.0
NBPF9,2052.0
NBR1,2901.0
NCALD,582.0
NCAM1,2547.0
NCAM2,2514.0
NCAN,3966.0
NCAPD2,4206.0
NCAPD3,4497.0
NCAPG2,3471.0
NCAPH,2226.0
NCBP1,2373.0
NCBP2,471.0
NCCRP1,828.0
NCDN,2139.0
NCEH1,1323.0
NCF1,1173.0
NCF2,1581.0
NCF4,1020.0
NCK1,1134.0
